"mcchange","dist_threshold","seat_threshold","totaldeltaprof","totaldeltacs","totaldeltawelfare"
-0.09,540,40,-762980.602835659,-1659666.67520814,-2422647.2780438
-0.08,540,40,-653907.039970232,-1487729.83689174,-2141636.87686197
-0.07,540,40,-541765.157864165,-1313157.33298404,-1854922.49084821
-0.06,540,40,-426462.484015775,-1135805.95680649,-1562268.44082227
-0.05,540,40,-307866.847779724,-955533.409873325,-1263400.25765305
-0.04,540,40,-185880.651336848,-772180.936457704,-958061.587794552
-0.03,540,40,-60387.4897011418,-585585.204270994,-645972.693972135
-0.02,540,40,68737.2570654548,-395575.503521753,-326838.246456298
-0.01,540,40,201599.434392577,-201967.795113164,-368.360720587769
0.01,540,40,479123.886785238,196799.420315588,675923.307100826
0.02,540,40,624053.140998196,402369.085513009,1026422.22651121
0.03,540,40,773285.574093563,612352.786241154,1385638.36033472
0.04,540,40,926972.400922063,826981.855706557,1753954.25662862
0.05,540,40,1085270.23642554,1046499.31193441,2131769.54835995
0.06,540,40,1248341.72624713,1271160.46457655,2519502.19082368
0.07,540,40,1416355.97347819,1501233.49734714,2917589.47082533
0.08,540,40,1589488.13994067,1737000.06380804,3326488.20374871
0.09,540,40,1767920.11909361,1978755.93208596,3746676.05117956
0.1,540,40,1951841.14000762,2226811.7258964,4178652.86590402
-0.1,550,40,-869090.264219893,-1829100.33837638,-2698190.60259627
-0.09,550,40,-762980.602835659,-1659666.67520814,-2422647.2780438
-0.08,550,40,-653907.039970232,-1487729.83689174,-2141636.87686197
-0.07,550,40,-541765.157864165,-1313157.33298404,-1854922.49084821
-0.06,550,40,-426462.484015775,-1135805.95680649,-1562268.44082227
-0.05,550,40,-307866.847779724,-955533.409873325,-1263400.25765305
-0.04,550,40,-185880.651336848,-772180.936457704,-958061.587794552
-0.03,550,40,-60387.4897011418,-585585.204270994,-645972.693972135
-0.02,550,40,68737.2570654548,-395575.503521753,-326838.246456298
-0.01,550,40,201599.434392577,-201967.795113164,-368.360720587769
0.01,550,40,479123.886785238,196799.420315588,675923.307100826
0.02,550,40,624053.140998196,402369.085513009,1026422.22651121
0.03,550,40,773285.574093563,612352.786241154,1385638.36033472
0.04,550,40,926972.400922063,826981.855706557,1753954.25662862
0.05,550,40,1085270.23642554,1046499.31193441,2131769.54835995
0.06,550,40,1248341.72624713,1271160.46457655,2519502.19082368
0.07,550,40,1416355.97347819,1501233.49734714,2917589.47082533
0.08,550,40,1589488.13994067,1737000.06380804,3326488.20374871
0.09,550,40,1767920.11909361,1978755.93208596,3746676.05117956
0.1,550,40,1951841.14000762,2226811.7258964,4178652.86590402
-0.1,560,40,-871720.625421624,-1833785.39978034,-2705506.02520197
-0.09,560,40,-765405.21933915,-1663931.06507916,-2429336.28441831
-0.08,560,40,-656114.152038146,-1491565.18860337,-2147679.34064152
-0.07,560,40,-543742.387246564,-1316554.54516688,-1860296.93241344
-0.06,560,40,-428196.80557704,-1138755.14202939,-1566951.94760643
-0.05,560,40,-309344.559867145,-958023.840102929,-1267368.39997007
-0.04,560,40,-187087.344818248,-774200.985085902,-961288.32990415
-0.03,560,40,-61308.1838512567,-587122.195414973,-648430.379266229
-0.02,560,40,68118.7022362345,-396615.950386378,-328497.248150143
-0.01,560,40,201300.002012608,-202497.071520972,-1197.06950836373
0.01,560,40,479515.616449685,197341.648779964,676857.265229649
0.02,560,40,624819.197015113,403474.053265647,1028293.25028076
0.03,560,40,774446.313717529,614040.378378081,1388486.69209561
0.04,560,40,928549.193136544,829273.472371001,1757822.66550754
0.05,560,40,1087285.5098742,1049417.96877766,2136703.47865186
0.06,560,40,1250819.01973187,1274730.8996499,2525549.91938177
0.07,560,40,1419319.98914348,1505482.28482119,2924802.27396467
0.08,560,40,1592964.32588599,1741955.71617544,3334920.04206143
0.09,560,40,1771936.12727664,1984449.0682172,3756385.19549384
0.1,560,40,1956425.52068046,2233275.18540316,4189700.70608362
-0.1,570,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,570,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,570,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,570,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,570,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,570,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,570,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,570,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,570,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,570,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,570,40,479693.607776615,197447.537531051,677141.145307667
0.02,570,40,625071.123560186,403687.431360042,1028758.55492023
0.03,570,40,774773.759110704,614362.862224426,1389136.62133513
0.04,570,40,928953.774950161,829706.730159058,1758660.50510922
0.05,570,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,570,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,570,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,570,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,570,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,570,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,580,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,580,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,580,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,580,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,580,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,580,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,580,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,580,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,580,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,580,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,580,40,479693.607776615,197447.537531051,677141.145307667
0.02,580,40,625071.123560186,403687.431360042,1028758.55492023
0.03,580,40,774773.759110704,614362.862224426,1389136.62133513
0.04,580,40,928953.774950161,829706.730159058,1758660.50510922
0.05,580,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,580,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,580,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,580,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,580,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,580,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,590,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,590,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,590,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,590,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,590,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,590,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,590,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,590,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,590,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,590,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,590,40,479693.607776615,197447.537531051,677141.145307667
0.02,590,40,625071.123560186,403687.431360042,1028758.55492023
0.03,590,40,774773.759110704,614362.862224426,1389136.62133513
0.04,590,40,928953.774950161,829706.730159058,1758660.50510922
0.05,590,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,590,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,590,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,590,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,590,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,590,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,600,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,600,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,600,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,600,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,600,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,600,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,600,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,600,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,600,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,600,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,600,40,479693.607776615,197447.537531051,677141.145307667
0.02,600,40,625071.123560186,403687.431360042,1028758.55492023
0.03,600,40,774773.759110704,614362.862224426,1389136.62133513
0.04,600,40,928953.774950161,829706.730159058,1758660.50510922
0.05,600,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,600,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,600,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,600,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,600,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,600,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,610,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,610,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,610,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,610,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,610,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,610,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,610,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,610,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,610,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,610,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,610,40,479693.607776615,197447.537531051,677141.145307667
0.02,610,40,625071.123560186,403687.431360042,1028758.55492023
0.03,610,40,774773.759110704,614362.862224426,1389136.62133513
0.04,610,40,928953.774950161,829706.730159058,1758660.50510922
0.05,610,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,610,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,610,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,610,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,610,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,610,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,620,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,620,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,620,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,620,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,620,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,620,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,620,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,620,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,620,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,620,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,620,40,479693.607776615,197447.537531051,677141.145307667
0.02,620,40,625071.123560186,403687.431360042,1028758.55492023
0.03,620,40,774773.759110704,614362.862224426,1389136.62133513
0.04,620,40,928953.774950161,829706.730159058,1758660.50510922
0.05,620,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,620,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,620,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,620,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,620,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,620,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,630,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,630,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,630,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,630,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,630,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,630,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,630,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,630,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,630,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,630,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,630,40,479693.607776615,197447.537531051,677141.145307667
0.02,630,40,625071.123560186,403687.431360042,1028758.55492023
0.03,630,40,774773.759110704,614362.862224426,1389136.62133513
0.04,630,40,928953.774950161,829706.730159058,1758660.50510922
0.05,630,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,630,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,630,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,630,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,630,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,630,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,640,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,640,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,640,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,640,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,640,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,640,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,640,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,640,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,640,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,640,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,640,40,479693.607776615,197447.537531051,677141.145307667
0.02,640,40,625071.123560186,403687.431360042,1028758.55492023
0.03,640,40,774773.759110704,614362.862224426,1389136.62133513
0.04,640,40,928953.774950161,829706.730159058,1758660.50510922
0.05,640,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,640,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,640,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,640,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,640,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,640,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,650,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,650,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,650,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,650,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,650,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,650,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,650,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,650,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,650,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,650,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,650,40,479693.607776615,197447.537531051,677141.145307667
0.02,650,40,625071.123560186,403687.431360042,1028758.55492023
0.03,650,40,774773.759110704,614362.862224426,1389136.62133513
0.04,650,40,928953.774950161,829706.730159058,1758660.50510922
0.05,650,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,650,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,650,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,650,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,650,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,650,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,660,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,660,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,660,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,660,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,660,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,660,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,660,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,660,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,660,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,660,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,660,40,479693.607776615,197447.537531051,677141.145307667
0.02,660,40,625071.123560186,403687.431360042,1028758.55492023
0.03,660,40,774773.759110704,614362.862224426,1389136.62133513
0.04,660,40,928953.774950161,829706.730159058,1758660.50510922
0.05,660,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,660,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,660,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,660,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,660,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,660,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,670,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,670,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,670,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,670,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,670,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,670,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,670,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,670,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,670,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,670,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,670,40,479693.607776615,197447.537531051,677141.145307667
0.02,670,40,625071.123560186,403687.431360042,1028758.55492023
0.03,670,40,774773.759110704,614362.862224426,1389136.62133513
0.04,670,40,928953.774950161,829706.730159058,1758660.50510922
0.05,670,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,670,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,670,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,670,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,670,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,670,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,680,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,680,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,680,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,680,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,680,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,680,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,680,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,680,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,680,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,680,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,680,40,479693.607776615,197447.537531051,677141.145307667
0.02,680,40,625071.123560186,403687.431360042,1028758.55492023
0.03,680,40,774773.759110704,614362.862224426,1389136.62133513
0.04,680,40,928953.774950161,829706.730159058,1758660.50510922
0.05,680,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,680,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,680,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,680,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,680,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,680,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,690,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,690,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,690,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,690,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,690,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,690,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,690,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,690,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,690,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,690,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,690,40,479693.607776615,197447.537531051,677141.145307667
0.02,690,40,625071.123560186,403687.431360042,1028758.55492023
0.03,690,40,774773.759110704,614362.862224426,1389136.62133513
0.04,690,40,928953.774950161,829706.730159058,1758660.50510922
0.05,690,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,690,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,690,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,690,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,690,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,690,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,700,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,700,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,700,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,700,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,700,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,700,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,700,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,700,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,700,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,700,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,700,40,479693.607776615,197447.537531051,677141.145307667
0.02,700,40,625071.123560186,403687.431360042,1028758.55492023
0.03,700,40,774773.759110704,614362.862224426,1389136.62133513
0.04,700,40,928953.774950161,829706.730159058,1758660.50510922
0.05,700,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,700,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,700,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,700,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,700,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,700,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,710,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,710,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,710,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,710,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,710,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,710,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,710,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,710,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,710,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,710,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,710,40,479693.607776615,197447.537531051,677141.145307667
0.02,710,40,625071.123560186,403687.431360042,1028758.55492023
0.03,710,40,774773.759110704,614362.862224426,1389136.62133513
0.04,710,40,928953.774950161,829706.730159058,1758660.50510922
0.05,710,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,710,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,710,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,710,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,710,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,710,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,720,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,720,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,720,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,720,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,720,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,720,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,720,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,720,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,720,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,720,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,720,40,479693.607776615,197447.537531051,677141.145307667
0.02,720,40,625071.123560186,403687.431360042,1028758.55492023
0.03,720,40,774773.759110704,614362.862224426,1389136.62133513
0.04,720,40,928953.774950161,829706.730159058,1758660.50510922
0.05,720,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,720,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,720,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,720,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,720,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,720,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,730,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,730,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,730,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,730,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,730,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,730,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,730,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,730,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,730,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,730,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,730,40,479693.607776615,197447.537531051,677141.145307667
0.02,730,40,625071.123560186,403687.431360042,1028758.55492023
0.03,730,40,774773.759110704,614362.862224426,1389136.62133513
0.04,730,40,928953.774950161,829706.730159058,1758660.50510922
0.05,730,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,730,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,730,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,730,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,730,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,730,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,740,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,740,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,740,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,740,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,740,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,740,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,740,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,740,40,-61410.7513251582,-587431.086009378,-648841.837334535
-0.02,740,40,68084.0608601948,-396823.327672259,-328739.266812064
-0.01,740,40,201334.741570275,-202601.512200407,-1266.77063013237
0.01,740,40,479693.607776615,197447.537531051,677141.145307667
0.02,740,40,625071.123560186,403687.431360042,1028758.55492023
0.03,740,40,774773.759110704,614362.862224426,1389136.62133513
0.04,740,40,928953.774950161,829706.730159058,1758660.50510922
0.05,740,40,1087768.88035056,1049963.72195523,2137732.60230579
0.06,740,40,1251382.8665264,1275390.9244392,2526773.7909656
0.07,740,40,1419966.03608381,1506258.41377573,2926224.44985954
0.08,740,40,1593694.33374726,1742849.83977843,3336544.17352568
0.09,740,40,1772751.89457344,1985463.13652245,3758215.03109589
0.1,740,40,1957328.88447572,2234411.20971975,4191740.09419547
-0.1,750,40,-872260.425390247,-1834768.65274648,-2707029.07813673
-0.09,750,40,-765886.457257673,-1664821.57737455,-2430708.03463222
-0.08,750,40,-656535.573765967,-1492361.82628353,-2148897.4000495
-0.07,750,40,-544102.711764188,-1317256.1364127,-1861358.84817689
-0.06,750,40,-428494.724409831,-1139360.47604433,-1567855.20045416
-0.05,750,40,-309578.736496709,-958531.665980363,-1268110.40247707
-0.04,750,40,-187256.414081209,-774610.010645838,-961866.424727047
-0.03,750,40,-61410.7513251582,-587431.086009378,-648841.837334535
